nom,type,fiabilite,connecteur,frequence,ville,adresse,biais_connu
"Home Depot — sacs à déchets Husky (panier fixe)","Primaire","Fiable","Firecrawl","Hebdomadaire","","https://www.homedepot.ca/product/husky-contractor-clean-up-bags-158-l-capacity-32-count-/1000449142","Page produit officielle Home Depot, UGS 1000449142.

Vérifié les 7 et 8 septembre 2026 : la succursale ne peut pas être fixée par l'adresse, elle dépend d'un témoin de navigateur. Un relevé automatisé mesure donc ce qui est servi à un visiteur non localisé, et non le prix de Beaubien Ouest. Un prix par défaut de 26,98 $ avait été rendu le 7 septembre 2026.

CORRECTION DU 9 SEPTEMBRE 2026 : l'hypothèse d'un prix par défaut constant et reproductible est INVALIDÉE. Lors de la première collecte automatisée, la page n'a rendu AUCUN prix affiché; seule la valeur structurée 26,98 CAD était présente, et le magasin servi était Niagara Falls, en Ontario. Le comportement de cette page est donc instable d'une requête à l'autre.

RÈGLE DE COLLECTE RÉVISÉE : relever le prix affiché s'il existe. S'il est absent, consigner l'échec au Journal et effectuer un relevé manuel de secours avec une succursale québécoise confirmée. Ne jamais substituer silencieusement la valeur structurée au prix affiché : si elle est utilisée, la nommer comme telle dans la fiche."
"RONA — fil de communiqués Cision","Secondaire","Moyen","Firecrawl","Hebdomadaire","","https://www.newswire.ca/fr/news/rona-inc/","Profil d'organisation RONA inc. sur newswire.ca, exploité par Cision, anciennement Groupe CNW. Vérifié le 8 septembre 2026 : 25 communiqués datés, en français, lus sans difficulté par Firecrawl.

Apport par rapport à la salle de presse maison : le fil publie des annonces d'expansion que ronainc.ca ne relaie pas toujours, par exemple « RONA+ EXPANDS ITS PRESENCE IN QUÉBEC » du 12 décembre 2024 et « 15 NEW STORES NOW DISPLAYING THE COLOURS OF RONA+ » du 14 mai 2025.

Biais de sélection identique à celui d'une salle de presse : un fil de communiqués ne diffuse que ce que l'entreprise choisit de publier. Il ne lève donc PAS l'angle mort des fermetures. Sa valeur est la complétude, pas la détection des reculs.

Limites techniques vérifiées le 8 septembre 2026 : aucun flux RSS, aucun filtre par date reflété dans l'adresse. Le widget de saut par date ne modifie pas l'URL. Les communiqués étant triés du plus récent au plus ancien, la page 1 suffit à une collecte bimensuelle."
"RONA — page carrières","Primaire","Fiable","Firecrawl","Hebdomadaire","","https://carrieres.ronainc.ca/?province=qu%C3%A9bec","Page carrières officielle de RONA : surreprésente les régions et postes en expansion; un poste affiché ne confirme pas une embauche réalisée, et les postes saisonniers de plancher peuvent s'y mêler aux postes permanents de gestion ou de logistique.

Règle de comparaison adoptée par l'équipe le 8 septembre 2026 : les volumes d'affichages ne se comparent pas en niveau absolu d'une bannière à l'autre, parce que les modèles d'affaires et les périmètres de portail diffèrent. On compare la variation de chaque bannière par rapport à elle-même entre deux relevés à date comparable.

Portail vérifié le 8 septembre 2026 : couvre les quatre bannières de RONA inc. (RONA+, RONA, Réno-Dépôt, Dick's Lumber) sans distinction visible dans la liste des postes. Aucune date d'affichage n'est publiée; l'ancrage temporel repose donc sur la date de captation."
"RONA — peinture SICO Spécialité 3,78 L (panier fixe)","Primaire","Fiable","Firecrawl","Hebdomadaire","","https://www.rona.ca/fr/produit/peinture-dinterieur-pour-cuisine-et-salle-de-bain-sico-latex-fini-lustre-doux-blanc-pur-3-78-l-50316842","Page produit officielle RONA. Code 50316842, identique à celui cité dans la circulaire du 3 au 9 septembre 2026 : article repère du panier fixe confirmé. MPN 163-550-3.78L, fini lustre doux, blanc pur, 3,78 L.

Vérifié le 8 septembre 2026 en visiteur anonyme : prix courant 49,99 $, prix régulier barré 71,49 $, mention verbatim « Rabais de 21,50 $ jusqu'au 9 sept. 2026 », disponibilité « 265 en magasin ». Prix affiché, prix barré et donnée structurée concordent tous à 49,99 $, et concordent avec ce que voit un utilisateur avec succursale confirmée.

Intérêt particulier de cette source : elle livre la DATE DE FIN de la promotion, ce qui alimente la durée des mises en avant, second terme de l'indicateur de part de voix promotionnelle.

Réserve de comparabilité à assumer par écrit dans le mandat : le panier compare des peintures de finis différents selon les bannières, lustre doux chez RONA, mat chez Canac, semi-brillant chez Home Depot. Le fini influence le prix; la substitution est autorisée par la règle du 6 septembre 2026 mais ne doit pas être présentée comme une comparaison de produits identiques.

CORRECTION DU 9 SEPTEMBRE 2026, IMPORTANTE : lors de la première collecte automatisée, la page a été servie depuis « Fort Erie RONA », en ONTARIO. La succursale servie ne se limite donc pas au réseau québécois comme le supposait la note précédente, et aucun paramètre d'adresse ne la fixe sur une page produit. Le prix relevé le 9 septembre 2026 ne provient pas d'une succursale québécoise.

RÈGLE DE COLLECTE RÉVISÉE : la succursale servie doit être relevée et consignée à CHAQUE collecte. Tout relevé servi depuis une succursale hors Québec est signalé au Journal et écarté de la comparaison d'écart de prix, car il mesure un autre marché."
"RONA — presse indépendante (La Presse)","Secondaire","Moyen","Firecrawl","Hebdomadaire","","https://www.lapresse.ca/recherche?q=RONA&p=1&s=date","Recherche dans le moteur interne de La Presse, triée du plus récent au plus ancien par le paramètre s=date. Adresse vérifiée stable en onglet neuf le 8 septembre 2026.

POURQUOI CETTE SOURCE EST NÉCESSAIRE : c'est le premier regard du dispositif qui n'appartient pas aux enseignes. La Presse a publié « RONA, 180 postes supprimés au Québec » le 23 janvier 2024, « Rona supprime 200 postes au siège social de Boucherville » le 15 juin 2023, « Réno-Dépôt n'est plus, place à RONA+ » le 11 octobre 2024, et « RONA, vers une stratégie de baisse de prix? » le 12 février 2024. Aucune salle de presse maison ne publiera jamais ce type d'information.

CORRECTION DU 9 SEPTEMBRE 2026 : LA REQUÊTE EST INOPÉRANTE EN L'ÉTAT. La première collecte automatisée a rendu « Environ 2 103 résultats » dont AUCUN des dix premiers ne porte sur l'enseigne RONA. L'hypothèse selon laquelle le tri par date suffirait à absorber le bruit de l'homonyme une personnalité politique homonyme et des correspondances partielles est démentie.

TANT QUE LA REQUÊTE N'EST PAS CORRIGÉE, CETTE SOURCE NE DOIT PRODUIRE AUCUNE FICHE.

Pistes à tester avant le prochain cycle : une expression exacte moins étroite que « RONA inc. », qui ne rendait que 15 résultats dont le plus récent datait de 2021; le mot RONA associé à un second terme discriminant; ou une recherche restreinte à la section Affaires du site.

Limites techniques vérifiées : aucun flux RSS sur lapresse.ca, aucun filtre par année ou par plage de dates, le tri s=date est le seul mécanisme temporel disponible."
"RONA — promotions de la semaine","Primaire","Fiable","Firecrawl","Hebdomadaire","","https://www.rona.ca/webapp/wcs/stores/servlet/RonaPromoFlyerView?navDescriptors=&catalogId=10051&storeId=10151&langId=-2&pageSize=infinite&content=PromoFlyer&page=1","Vue « circulaire en ligne » de RONA, rendue sous forme de liste de produits lisible par un robot, contrairement au visualiseur de la circulaire qui reste hors de portée. Vérifiée le 8 septembre 2026.

Point fort : l'adresse contient storeId=10151, ce qui permet de FIGER LA SUCCURSALE DE RÉFÉRENCE dans l'URL. Home Depot n'offre pas cette possibilité. Magasin servi : RONA+ Galeries d'Anjou.

Ce que la source sert : la profondeur du rabais, grâce aux prix barrés et aux mentions du type « Rabais de 69 $ »; et la forme du levier promotionnel, un produit affichant par exemple « OUTIL GRATUIT » à prix inchangé de 279 $, soit une prime à l'achat et non un rabais. Aucune autre source du dispositif ne donne la forme du levier.

Ce qu'elle ne sert PAS : la largeur de l'assortiment promotionnel. Les compteurs par catégorie, 791 en Outils, 3190 en Extérieur et jardin, 213 en Électroménagers, 443 en Matériaux, comptent le catalogue complet de la catégorie et non les articles en rabais. Confirmé par l'équipe le 8 septembre 2026. De plus, malgré pageSize=infinite, seuls 24 produits sont rendus par requête : mesurer la largeur exigera une pagination, à concevoir à l'étape 6.

Risque technique : cette page a exigé un proxy furtif, alors que toutes les autres sources du dispositif ont cédé au premier essai. Signe qu'elle résiste aux robots. Fiabilité à revérifier au deuxième cycle de collecte et à consigner au Journal si elle échoue."
"RONA — sacs à déchets Maximum (panier fixe)","Primaire","Fiable","Firecrawl","Hebdomadaire","","https://www.rona.ca/fr/produit/sacs-a-dechets-ultra-resistant-pour-entrepreneur-maximum-3-mil-plastique-noir-159-l-33-po-x-48-po-32-boite-33483-0028029","Page produit officielle RONA. Code produit 0028029, identique à celui cité dans la circulaire du 3 au 9 septembre 2026 : article repère du panier fixe confirmé. MPN 33483.

Vérifié le 8 septembre 2026 : prix affiché 26,99 $ la boîte, identique pour un robot sans magasin confirmé et pour un utilisateur avec la succursale RONA+ Anjou confirmée. Le prix affiché ne dépend donc pas du magasin, ce qui rend cette source automatisable par Firecrawl, contrairement aux pages produits de Home Depot.

La disponibilité, elle, dépend du magasin : un robot sans magasin lit « Cet article n'est pas offert pour le moment » alors qu'un utilisateur avec succursale confirmée voit le produit disponible. La disponibilité n'est donc PAS exploitable depuis une collecte automatisée.

Anomalie à consigner, cause non établie : les données structurées de la page portent 14,99 $, soit exactement le prix promotionnel de la circulaire en cours, alors que la page affiche 26,99 $ à tous les visiteurs. Le rabais de la circulaire ne se reflète pas dans le prix en ligne. La collecte relève les deux valeurs et les nomme, sans jamais en choisir une silencieusement. Règle à fixer à l'étape 3.

Piège de collecte : une autre page RONA décrit un produit très proche, sacs Maximum 33 x 48 po, 159 L, boîte de 32, sous le code 11195019, affiché à 40,99 $. Ce n'est pas le même article. Ne jamais confondre les deux lors des relevés."
"RONA — salle de presse","Primaire","Fiable","Firecrawl","Hebdomadaire","","https://www.ronainc.ca/fr/nouvelles?year=2026","Communication officielle de RONA : ne publie que les annonces favorables à son image; les fermetures, difficultés ou reculs n'y sont généralement pas annoncés.

Vérifié le 8 septembre 2026 : la page rend 20 nouvelles datées au jour près, avec pagination sur 2 pages pour 2026 et un filtre par année remontant à 2013. Les nouvelles étant triées du plus récent au plus ancien, la page 1 suffit à une collecte bimensuelle. Salle de presse nationale couvrant les quatre bannières de RONA inc. (RONA+, RONA, Réno-Dépôt, Dick's Lumber) : la grande majorité des annonces concernent l'extérieur du Québec, ce qui réduit fortement le rendement québécois de la source. Le paramètre year=2026 devra être mis à jour si le dispositif se poursuit après le 31 décembre 2026."
"BMR — circulaire","Primaire","Fiable","Manuel","Hebdomadaire","","https://www.bmr.ca/fr/circulaire","Vitrine promotionnelle contrôlée par BMR : montre les produits et prix mis en avant à un moment donné, pas l'ensemble de l'assortiment ni les prix courants hors promotion."
"BMR — localisateur de succursales","Primaire","Fiable","Manuel","Hebdomadaire","","https://www.bmr.ca/fr/storelocator/","Localisateur officiel des magasins BMR. Sert de terme d'implantation à croiser avec le filtre région du portail d'emploi : le signal d'expansion est un poste affiché dans une région où l'enseigne n'exploite aucune succursale.

Vérifié le 8 septembre 2026 : un robot reçoit « Aucun magasin n'a été trouvé à partir de l'information fournie » et zéro magasin. La liste dépend d'une géolocalisation du visiteur, qu'un robot ne fournit pas. Connecteur Manuel en conséquence.

Relevé humain du 8 septembre 2026 : compteur affiché « 238 magasins trouvés », dont 201 au Québec selon le comptage de l'équipe, le reste se répartissant entre l'Ontario, le Nouveau-Brunswick, la Nouvelle-Écosse et Saint-Pierre-et-Miquelon.

ÉCART À EXPLIQUER : la page carrières de BMR annonce 275 succursales, le localisateur en compte 238. Trente-sept d'écart. L'un des deux chiffres est erroné, ou les deux ne comptent pas la même chose. À clarifier avant d'utiliser l'un ou l'autre comme référence.

Limites : aucun filtre par province ou région, seulement un rayon de recherche en kilomètres. Les adresses portent la province mais aucune région administrative. Le tri se fait par distance, donc l'ordre de la liste varie selon la position détectée au moment de la consultation."
"Canac — circulaire","Primaire","Fiable","Manuel","Hebdomadaire","","https://www.canac.ca/canac/fr/2/circulaire-reguliere","Vitrine promotionnelle contrôlée par Canac : montre les produits et prix mis en avant à un moment donné, pas l'ensemble de l'assortiment ni les prix courants hors promotion."
"Home Depot — aubaines et promotions","Primaire","Fiable","Manuel","Hebdomadaire","","https://www.homedepot.ca/recherche?q=*&filter=6y5","Liste des articles en promotion de Home Depot. Vérifiée le 8 septembre 2026 : un utilisateur avec magasin confirmé voit 3 297 résultats, avec prix courants et prix réguliers barrés. Un robot sans magasin confirmé ne reçoit AUCUN produit, seulement le message « Veuillez confirmer votre magasin pour connaître la disponibilité du produit ou service » et le magasin par défaut NIAGARA FALLS, en Ontario.

Troisième confirmation du même blocage chez Home Depot, après la circulaire et la page de peinture Behr. Le blocage est ici plus radical que sur les pages produits : la liste entière est vide, pas seulement le prix.

Connecteur Manuel en conséquence : le relevé se limite au nombre total de résultats et, au besoin, aux premiers produits. Home Depot est la seule bannière dont la source de promotions est manuelle; cette asymétrie doit être déclarée dans le mandat et non masquée.

Fragilité : le paramètre filter=6y5 est un identifiant interne de facette. S'il change lors d'une refonte du site, la page renverra un résultat différent sans erreur visible, comme la liste des 19 villes du portail carrières. À revérifier à chaque révision du mandat.

Piste à tester à l'étape 6 : un profil de navigateur persistant dans Firecrawl, qui conserverait le témoin de magasin d'une collecte à l'autre. S'il fonctionne sur homedepot.ca, il ferait basculer d'un seul coup cette source, la circulaire et la peinture Behr en collecte automatisée. Jamais testé sur ce site à ce jour."
"Home Depot — circulaire","Primaire","Fiable","Manuel","Hebdomadaire","","https://www.homedepot.ca/circulaire","Vitrine promotionnelle contrôlée par Home Depot : montre les produits et prix mis en avant à un moment donné, pas l'ensemble de l'assortiment ni les prix courants hors promotion.

Vérifié les 7 et 8 septembre 2026 : le choix d'une succursale n'est pas inscrit dans l'adresse mais dans un témoin de navigateur; en navigation privée le site redemande le magasin. Un robot reçoit donc toujours le magasin par défaut, NIAGARA FALLS en Ontario, et la page lui est servie en anglais. Combiné au fait que le contenu de la circulaire est chargé dans un visualiseur de publication hors du HTML, cela confirme la collecte manuelle avec sélection préalable d'une succursale québécoise."
"Home Depot — peinture Behr Marquee (panier fixe)","Primaire","Fiable","Manuel","Hebdomadaire","","https://www.homedepot.ca/product/behr-marquee-interior-semi-gloss-enamel-paint-primer-in-ultra-pure-white-3-79l/1000787191","Page produit officielle : prix courant affiché pour le magasin sélectionné par défaut sur le site (Beaubien Ouest); peut varier par succursale ailleurs dans la province.

Vérifié les 7 et 8 septembre 2026 : la succursale ne peut pas être fixée par l'adresse, elle dépend d'un témoin de navigateur. Contrairement à la page des sacs Husky, cette page ne rend AUCUN prix à un visiteur non localisé : la fiche technique, le format 3,79 L et les avis se chargent, mais le prix est absent et la page affiche « Please confirm your store for product and service availability », en anglais, avec le magasin de Niagara Falls. Deux tests indépendants le confirment. Le comportement dépend donc du produit et non du site : d'autres pages de peinture Behr rendent un prix en visiteur anonyme, vérifié le 8 septembre 2026 sur la Behr Pro i100 18,96 L à 131,20 $.

Deux options pour le relevé de cette UGS, à trancher à l'étape 3 : relevé manuel hebdomadaire, ou profil de navigateur persistant à tester à l'étape 6. Le choix du produit substitut reste ouvert : candidats identifiés le 8 septembre 2026, BEHR MARQUEE 3,79 L (actuel, UGS 1000787191), BEHR PREMIUM pour métal 3,43 L (UGS 1001341426), BEHR PRO i100 18,96 L (UGS 1000687097, écarté pour son format)."
"RONA — circulaire","Primaire","Fiable","Manuel","Hebdomadaire","","https://www.rona.ca/fr/circulaire","Vitrine promotionnelle contrôlée par RONA : montre les produits et prix mis en avant à un moment donné, pas l'ensemble de l'assortiment ni les prix courants hors promotion."
